level,frequent_itemset,count,support
1,T75,9.0,0.001800
1,T78,32.0,0.006400
1,T79,1.0,0.000200
1,T80,1.0,0.000200
1,T81,9.0,0.001800
1,T82,20.0,0.004000
1,T83,15.0,0.003000
1,T84,11.0,0.002200
1,T85,6.0,0.001200
1,T86,1.0,0.000200
1,T88,6.0,0.001200
1,U07,15.0,0.003000
1,V00,1.0,0.000200
1,V03,2.0,0.000400
1,V09,1.0,0.000200
1,V19,1.0,0.000200
1,V29,2.0,0.000400
1,V49,3.0,0.000600
1,V78,1.0,0.000200
1,V87,2.0,0.000400
1,V89,9.0,0.001800
1,V92,1.0,0.000200
1,W01,23.0,0.004600
1,W06,4.0,0.000800
1,W07,3.0,0.000600
1,W08,4.0,0.000800
1,W10,13.0,0.002600
1,W11,3.0,0.000600
1,W18,16.0,0.003200
1,W19,109.0,0.021800
1,W22,7.0,0.001400
1,W23,2.0,0.000400
1,W26,3.0,0.000600
1,W45,1.0,0.000200
1,W54,4.0,0.000800
1,W55,2.0,0.000400
1,W57,18.0,0.003600
1,W60,1.0,0.000200
1,X50,1.0,0.000200
1,X58,3.0,0.000600
1,Y04,1.0,0.000200
1,Y09,4.0,0.000800
1,Y84,1.0,0.000200
1,Y92,35.0,0.007000
1,Y93,25.0,0.005000
1,Y99,12.0,0.002400
1,Z00,2964.0,0.592800
1,Z01,345.0,0.069000
1,Z02,8.0,0.001600
1,Z03,10.0,0.002000
1,Z04,3.0,0.000600
1,Z08,1.0,0.000200
1,Z09,18.0,0.003600
1,Z11,97.0,0.019400
1,Z12,516.0,0.103200
1,Z13,498.0,0.099600
1,Z15,3.0,0.000600
1,Z16,7.0,0.001400
1,Z17,10.0,0.002000
1,Z20,70.0,0.014000
1,Z21,14.0,0.002800
1,Z22,13.0,0.002600
1,Z23,489.0,0.097800
1,Z28,21.0,0.004200
1,Z29,10.0,0.002000
1,Z30,1.0,0.000200
1,Z31,1.0,0.000200
1,Z37,1.0,0.000200
1,Z38,1.0,0.000200
1,Z40,1.0,0.000200
1,Z41,2.0,0.000400
1,Z43,4.0,0.000800
1,Z45,12.0,0.002400
1,Z46,11.0,0.002200
1,Z47,18.0,0.003600
1,Z48,29.0,0.005800
1,Z49,4.0,0.000800
1,Z51,62.0,0.012400
1,Z53,23.0,0.004600
1,Z56,28.0,0.005600
1,Z57,1.0,0.000200
1,Z59,20.0,0.004000
1,Z60,674.0,0.134800
1,Z62,5.0,0.001000
1,Z63,550.0,0.110000
1,Z64,2.0,0.000400
1,Z65,6.0,0.001200
1,Z66,20.0,0.004000
1,Z68,2725.0,0.545000
1,Z71,159.0,0.031800
1,Z72,989.0,0.197800
1,Z73,9.0,0.001800
1,Z74,23.0,0.004600
1,Z76,19.0,0.003800
1,Z77,11.0,0.002200
1,Z78,485.0,0.097000
1,Z79,1026.0,0.205200
1,Z80,324.0,0.064800
1,Z81,115.0,0.023000
1,Z82,1127.0,0.225400
1,Z83,738.0,0.147600
1,Z84,68.0,0.013600
1,Z85,717.0,0.143400
1,Z86,2411.0,0.482200
1,Z87,2965.0,0.593000
1,Z88,290.0,0.058000
1,Z89,21.0,0.004200
1,Z90,445.0,0.089000
1,Z91,214.0,0.042800
1,Z92,58.0,0.011600
1,Z93,16.0,0.003200
1,Z94,21.0,0.004200
1,Z95,298.0,0.059600
1,Z96,341.0,0.068200
1,Z97,22.0,0.004400
1,Z98,561.0,0.112200
1,Z99,86.0,0.017200
1,ageGroup=between_15_and_20,1.0,0.000200
1,ageGroup=between_20_and_30,2.0,0.000400
1,ageGroup=between_30_and_40,14.0,0.002800
1,ageGroup=between_40_and_50,26.0,0.005200
1,ageGroup=between_50_and_60,122.0,0.024400
1,ageGroup=between_60_and_65,120.0,0.024000
1,ageGroup=between_65_and_70,652.0,0.130400
1,ageGroup=between_70_and_75,1364.0,0.272800
1,ageGroup=between_75_and_80,999.0,0.199800
1,ageGroup=greater_than_80,1700.0,0.340000
2,B35 && E78,285.0,0.057000
2,B35 && Z00,251.0,0.050200
2,B35 && Z87,256.0,0.051200
2,D64 && E78,321.0,0.064200
2,D64 && I10,324.0,0.064800
2,D64 && Z86,281.0,0.056200
2,D64 && Z87,315.0,0.063000
2,E03 && E78,511.0,0.102200
2,E03 && I10,406.0,0.081200
2,E03 && MemberGender=F,520.0,0.104000
2,E03 && Z00,420.0,0.084000
2,E03 && Z68,368.0,0.073600
2,E03 && Z86,389.0,0.077800
2,E03 && Z87,437.0,0.087400
2,E03 && ageGroup=greater_than_80,319.0,0.063800
2,E11 && E66,457.0,0.091400
2,E11 && E78,1134.0,0.226800
2,E11 && I10,1017.0,0.203400
2,E11 && I12,328.0,0.065600
2,E11 && I25,274.0,0.054800
2,E11 && I70,388.0,0.077600
2,E11 && K21,352.0,0.070400
2,E11 && MemberGender=F,761.0,0.152200
2,E11 && MemberGender=M,578.0,0.115600
2,E11 && N18,560.0,0.112000
2,E11 && Z00,728.0,0.145600
2,E11 && Z68,730.0,0.146000
2,E11 && Z79,716.0,0.143200
2,E11 && Z82,351.0,0.070200
2,E11 && Z83,409.0,0.081800
2,E11 && Z86,665.0,0.133000
2,E11 && Z87,817.0,0.163400
2,E11 && ageGroup=between_70_and_75,347.0,0.069400
2,E11 && ageGroup=between_75_and_80,279.0,0.055800
2,E11 && ageGroup=greater_than_80,496.0,0.099200
2,E55 && E78,540.0,0.108000
2,E55 && I10,455.0,0.091000
2,E55 && MemberGender=F,472.0,0.094400
2,E55 && MemberGender=M,275.0,0.055000
2,E55 && Z00,505.0,0.101000
2,E55 && Z68,465.0,0.093000
2,E55 && Z86,427.0,0.085400
2,E55 && Z87,502.0,0.100400
2,E66 && E78,1062.0,0.212400
2,E66 && G47,268.0,0.053600
2,E66 && I10,909.0,0.181800
2,E66 && I70,453.0,0.090600
2,E66 && K21,356.0,0.071200
2,E66 && M25,261.0,0.052200
2,E66 && M54,306.0,0.061200
2,E66 && MemberGender=F,763.0,0.152600
2,E66 && MemberGender=M,601.0,0.120200
2,E66 && N18,390.0,0.078000
2,E66 && R73,373.0,0.074600
2,E66 && Z00,1061.0,0.212200
2,E66 && Z68,1276.0,0.255200
2,E66 && Z72,331.0,0.066200
2,E66 && Z79,339.0,0.067800
2,E66 && Z82,420.0,0.084000
2,E66 && Z83,300.0,0.060000
2,E66 && Z86,749.0,0.149800
2,E66 && Z87,885.0,0.177000
2,E66 && ageGroup=between_70_and_75,397.0,0.079400
2,E66 && ageGroup=between_75_and_80,298.0,0.059600
2,E66 && ageGroup=greater_than_80,367.0,0.073400
2,E78 && E87,293.0,0.058600
2,E78 && F32,466.0,0.093200
2,E78 && F41,368.0,0.073600
2,E78 && G47,561.0,0.112200
2,E78 && H40,284.0,0.056800
2,E78 && I10,2267.0,0.453400
2,E78 && I12,552.0,0.110400
2,E78 && I25,601.0,0.120200
2,E78 && I48,378.0,0.075600
2,E78 && I50,329.0,0.065800
2,E78 && I70,1012.0,0.202400
2,E78 && I73,506.0,0.101200
2,E78 && I77,337.0,0.067400
2,E78 && J30,425.0,0.085000
2,E78 && J44,273.0,0.054600
2,E78 && J45,371.0,0.074200
2,E78 && K21,856.0,0.171200
2,E78 && K59,251.0,0.050200
2,E78 && M17,410.0,0.082000
2,E78 && M19,492.0,0.098400
2,E78 && M25,579.0,0.115800
2,E78 && M54,628.0,0.125600
2,E78 && M79,374.0,0.074800
2,E78 && M81,594.0,0.118800
2,E78 && M85,454.0,0.090800
2,E78 && MemberGender=F,2013.0,0.402600
2,E78 && MemberGender=M,1416.0,0.283200
2,E78 && N18,918.0,0.183600
2,E78 && N39,308.0,0.061600
2,E78 && N40,445.0,0.089000
2,E78 && R73,848.0,0.169600
2,E78 && Z00,2230.0,0.446000
2,E78 && Z01,260.0,0.052000
2,E78 && Z12,370.0,0.074000
2,E78 && Z13,367.0,0.073400
2,E78 && Z23,371.0,0.074200
2,E78 && Z60,507.0,0.101400
2,E78 && Z63,405.0,0.081000
2,E78 && Z68,2044.0,0.408800
2,E78 && Z72,730.0,0.146000
2,E78 && Z78,359.0,0.071800
2,E78 && Z79,822.0,0.164400
2,E78 && Z82,902.0,0.180400
2,E78 && Z83,632.0,0.126400
2,E78 && Z85,512.0,0.102400
2,E78 && Z86,1833.0,0.366600
2,E78 && Z87,2211.0,0.442200
2,E78 && Z90,328.0,0.065600
2,E78 && Z96,258.0,0.051600
2,E78 && Z98,436.0,0.087200
2,E78 && ageGroup=between_65_and_70,406.0,0.081200
2,E78 && ageGroup=between_70_and_75,959.0,0.191800
2,E78 && ageGroup=between_75_and_80,721.0,0.144200
2,E78 && ageGroup=greater_than_80,1203.0,0.240600
2,E87 && I10,303.0,0.060600
2,E87 && Z87,282.0,0.056400
2,F32 && I10,428.0,0.085600
2,F32 && MemberGender=F,424.0,0.084800
2,F32 && Z00,381.0,0.076200
2,F32 && Z68,340.0,0.068000
2,F32 && Z86,399.0,0.079800
2,F32 && Z87,454.0,0.090800
2,F41 && I10,330.0,0.066000
2,F41 && MemberGender=F,355.0,0.071000
2,F41 && Z00,334.0,0.066800
2,F41 && Z68,304.0,0.060800
2,F41 && Z86,337.0,0.067400
2,F41 && Z87,380.0,0.076000
2,G47 && I10,469.0,0.093800
2,G47 && K21,253.0,0.050600
2,G47 && MemberGender=F,395.0,0.079000
2,G47 && MemberGender=M,346.0,0.069200
2,G47 && Z00,500.0,0.100000
2,G47 && Z68,448.0,0.089600
2,G47 && Z86,438.0,0.087600
2,G47 && Z87,522.0,0.104400
2,H40 && I10,258.0,0.051600
2,H40 && Z00,269.0,0.053800
2,H40 && Z87,259.0,0.051800
2,I10 && I12,411.0,0.082200
2,I10 && I25,505.0,0.101000
2,I10 && I48,367.0,0.073400
2,I10 && I50,259.0,0.051800
2,I10 && I70,862.0,0.172400
2,I10 && I73,449.0,0.089800
2,I10 && I77,298.0,0.059600
2,I10 && J30,336.0,0.067200
2,I10 && J45,346.0,0.069200
2,I10 && K21,735.0,0.147000
2,I10 && M17,372.0,0.074400
2,I10 && M19,438.0,0.087600
2,I10 && M25,478.0,0.095600
2,I10 && M54,550.0,0.110000
2,I10 && M79,292.0,0.058400
2,I10 && M81,466.0,0.093200
2,I10 && M85,359.0,0.071800
2,I10 && MemberGender=F,1735.0,0.347000
2,I10 && MemberGender=M,1202.0,0.240400
2,I10 && N18,657.0,0.131400
2,I10 && N39,290.0,0.058000
2,I10 && N40,380.0,0.076000
2,I10 && R73,621.0,0.124200
2,I10 && Z00,1753.0,0.350600
2,I10 && Z12,303.0,0.060600
2,I10 && Z13,307.0,0.061400
2,I10 && Z23,319.0,0.063800
2,I10 && Z60,439.0,0.087800
2,I10 && Z63,373.0,0.074600
2,I10 && Z68,1622.0,0.324400
2,I10 && Z72,572.0,0.114400
2,I10 && Z78,282.0,0.056400
2,I10 && Z79,728.0,0.145600
2,I10 && Z82,859.0,0.171800
2,I10 && Z83,490.0,0.098000
2,I10 && Z85,430.0,0.086000
2,I10 && Z86,1505.0,0.301000
2,I10 && Z87,1782.0,0.356400
2,I10 && Z90,284.0,0.056800
2,I10 && Z98,374.0,0.074800
2,I10 && ageGroup=between_65_and_70,333.0,0.066600
2,I10 && ageGroup=between_70_and_75,768.0,0.153600
2,I10 && ageGroup=between_75_and_80,598.0,0.119600
2,I10 && ageGroup=greater_than_80,1104.0,0.220800
2,I12 && I70,271.0,0.054200
2,I12 && MemberGender=F,361.0,0.072200
2,I12 && MemberGender=M,321.0,0.064200
2,I12 && N18,673.0,0.134600
2,I12 && Z00,422.0,0.084400
2,I12 && Z68,379.0,0.075800
2,I12 && Z86,396.0,0.079200
2,I12 && Z87,464.0,0.092800
2,I12 && ageGroup=greater_than_80,385.0,0.077000
2,I25 && I70,257.0,0.051400
2,I25 && MemberGender=F,271.0,0.054200
2,I25 && MemberGender=M,415.0,0.083000
2,I25 && N18,269.0,0.053800
2,I25 && Z00,358.0,0.071600
2,I25 && Z68,352.0,0.070400
2,I25 && Z86,416.0,0.083200
2,I25 && Z87,484.0,0.096800
2,I25 && ageGroup=greater_than_80,322.0,0.064400
2,I48 && MemberGender=F,266.0,0.053200
2,I48 && MemberGender=M,270.0,0.054000
2,I48 && Z00,265.0,0.053000
2,I48 && Z86,324.0,0.064800
2,I48 && Z87,358.0,0.071600
2,I48 && ageGroup=greater_than_80,318.0,0.063600
2,I50 && N18,262.0,0.052400
2,I50 && Z86,252.0,0.050400
2,I50 && Z87,286.0,0.057200
2,I50 && ageGroup=greater_than_80,261.0,0.052200
2,I70 && I73,398.0,0.079600
2,I70 && K21,372.0,0.074400
2,I70 && M81,266.0,0.053200
2,I70 && MemberGender=F,784.0,0.156800
2,I70 && MemberGender=M,457.0,0.091400
2,I70 && N18,438.0,0.087600
2,I70 && R73,322.0,0.064400
2,I70 && Z00,1004.0,0.200800
2,I70 && Z68,876.0,0.175200
2,I70 && Z72,278.0,0.055600
2,I70 && Z79,285.0,0.057000
2,I70 && Z82,373.0,0.074600
2,I70 && Z86,761.0,0.152200
2,I70 && Z87,881.0,0.176200
2,I70 && ageGroup=between_70_and_75,268.0,0.053600
2,I70 && ageGroup=between_75_and_80,276.0,0.055200
2,I70 && ageGroup=greater_than_80,588.0,0.117600
2,I73 && MemberGender=F,420.0,0.084000
2,I73 && MemberGender=M,253.0,0.050600
2,I73 && Z00,494.0,0.098800
2,I73 && Z68,429.0,0.085800
2,I73 && Z86,420.0,0.084000
2,I73 && Z87,467.0,0.093400
2,I73 && ageGroup=greater_than_80,346.0,0.069200
2,I77 && Z00,327.0,0.065400
2,I77 && Z68,292.0,0.058400
2,I77 && Z86,282.0,0.056400
2,I77 && Z87,321.0,0.064200
2,J30 && MemberGender=F,343.0,0.068600
2,J30 && Z00,402.0,0.080400
2,J30 && Z68,349.0,0.069800
2,J30 && Z86,305.0,0.061000
2,J30 && Z87,382.0,0.076400
2,J44 && Z87,288.0,0.057600
2,J45 && MemberGender=F,352.0,0.070400
2,J45 && Z00,293.0,0.058600
2,J45 && Z68,295.0,0.059000
2,J45 && Z86,298.0,0.059600
2,J45 && Z87,347.0,0.069400
2,K21 && M54,268.0,0.053600
2,K21 && MemberGender=F,728.0,0.145600
2,K21 && MemberGender=M,395.0,0.079000
2,K21 && N18,335.0,0.067000
2,K21 && R73,276.0,0.055200
2,K21 && Z00,714.0,0.142800
2,K21 && Z68,632.0,0.126400
2,K21 && Z72,261.0,0.052200
2,K21 && Z79,274.0,0.054800
2,K21 && Z82,334.0,0.066800
2,K21 && Z86,672.0,0.134400
2,K21 && Z87,800.0,0.160000
2,K21 && ageGroup=between_70_and_75,288.0,0.057600
2,K21 && ageGroup=greater_than_80,414.0,0.082800
2,M17 && MemberGender=F,382.0,0.076400
2,M17 && Z00,354.0,0.070800
2,M17 && Z68,356.0,0.071200
2,M17 && Z86,316.0,0.063200
2,M17 && Z87,383.0,0.076600
2,M19 && MemberGender=F,469.0,0.093800
2,M19 && Z00,421.0,0.084200
2,M19 && Z68,382.0,0.076400
2,M19 && Z86,376.0,0.075200
2,M19 && Z87,454.0,0.090800
2,M19 && ageGroup=greater_than_80,281.0,0.056200
2,M25 && M54,260.0,0.052000
2,M25 && MemberGender=F,524.0,0.104800
2,M25 && MemberGender=M,279.0,0.055800
2,M25 && Z00,515.0,0.103000
2,M25 && Z68,454.0,0.090800
2,M25 && Z86,479.0,0.095800
2,M25 && Z87,560.0,0.112000
2,M25 && ageGroup=greater_than_80,261.0,0.052200
2,M54 && MemberGender=F,535.0,0.107000
2,M54 && MemberGender=M,335.0,0.067000
2,M54 && Z00,559.0,0.111800
2,M54 && Z68,515.0,0.103000
2,M54 && Z86,484.0,0.096800
2,M54 && Z87,617.0,0.123400
2,M54 && ageGroup=greater_than_80,277.0,0.055400
2,M79 && MemberGender=F,328.0,0.065600
2,M79 && Z00,321.0,0.064200
2,M79 && Z68,268.0,0.053600
2,M79 && Z86,311.0,0.062200
2,M79 && Z87,359.0,0.071800
2,M81 && MemberGender=F,742.0,0.148400
2,M81 && Z00,559.0,0.111800
2,M81 && Z68,421.0,0.084200
2,M81 && Z86,474.0,0.094800
2,M81 && Z87,529.0,0.105800
2,M81 && ageGroup=greater_than_80,368.0,0.073600
2,M85 && MemberGender=F,536.0,0.107200
2,M85 && Z00,457.0,0.091400
2,M85 && Z68,382.0,0.076400
2,M85 && Z86,356.0,0.071200
2,M85 && Z87,405.0,0.081000
2,MemberGender=F && N18,649.0,0.129800
2,MemberGender=F && N39,310.0,0.062000
2,MemberGender=F && R73,637.0,0.127400
2,MemberGender=F && Z00,1773.0,0.354600
2,MemberGender=F && Z01,261.0,0.052200
2,MemberGender=F && Z12,363.0,0.072600
2,MemberGender=F && Z13,309.0,0.061800
2,MemberGender=F && Z23,299.0,0.059800
2,MemberGender=F && Z60,423.0,0.084600
2,MemberGender=F && Z63,425.0,0.085000
2,MemberGender=F && Z68,1612.0,0.322400
2,MemberGender=F && Z72,509.0,0.101800
2,MemberGender=F && Z78,323.0,0.064600
2,MemberGender=F && Z79,594.0,0.118800
2,MemberGender=F && Z82,719.0,0.143800
2,MemberGender=F && Z83,453.0,0.090600
2,MemberGender=F && Z85,432.0,0.086400
2,MemberGender=F && Z86,1419.0,0.283800
2,MemberGender=F && Z87,1680.0,0.336000
2,MemberGender=F && Z90,329.0,0.065800
2,MemberGender=F && Z98,345.0,0.069000
2,MemberGender=F && ageGroup=between_65_and_70,360.0,0.072000
2,MemberGender=F && ageGroup=between_70_and_75,818.0,0.163600
2,MemberGender=F && ageGroup=between_75_and_80,567.0,0.113400
2,MemberGender=F && ageGroup=greater_than_80,1078.0,0.215600
2,MemberGender=M && N18,503.0,0.100600
2,MemberGender=M && N40,590.0,0.118000
2,MemberGender=M && R73,426.0,0.085200
2,MemberGender=M && Z00,1191.0,0.238200
2,MemberGender=M && Z60,251.0,0.050200
2,MemberGender=M && Z68,1113.0,0.222600
2,MemberGender=M && Z72,480.0,0.096000
2,MemberGender=M && Z79,432.0,0.086400
2,MemberGender=M && Z82,408.0,0.081600
2,MemberGender=M && Z83,285.0,0.057000
2,MemberGender=M && Z85,285.0,0.057000
2,MemberGender=M && Z86,992.0,0.198400
2,MemberGender=M && Z87,1285.0,0.257000
2,MemberGender=M && ageGroup=between_65_and_70,292.0,0.058400
2,MemberGender=M && ageGroup=between_70_and_75,546.0,0.109200
2,MemberGender=M && ageGroup=between_75_and_80,432.0,0.086400
2,MemberGender=M && ageGroup=greater_than_80,622.0,0.124400
2,N18 && Z00,706.0,0.141200
2,N18 && Z68,652.0,0.130400
2,N18 && Z79,387.0,0.077400
2,N18 && Z82,316.0,0.063200
2,N18 && Z86,653.0,0.130600
2,N18 && Z87,767.0,0.153400
2,N18 && ageGroup=greater_than_80,635.0,0.127000
2,N39 && Z86,255.0,0.051000
2,N39 && Z87,288.0,0.057600
2,N40 && Z00,370.0,0.074000
2,N40 && Z68,330.0,0.066000
2,N40 && Z86,336.0,0.067200
2,N40 && Z87,427.0,0.085400
2,R73 && Z00,792.0,0.158400
2,R73 && Z68,702.0,0.140400
2,R73 && Z82,282.0,0.056400
2,R73 && Z86,606.0,0.121200
2,R73 && Z87,704.0,0.140800
2,R73 && ageGroup=between_70_and_75,306.0,0.061200
2,R73 && ageGroup=greater_than_80,330.0,0.066000
2,Z00 && Z12,374.0,0.074800
2,Z00 && Z13,409.0,0.081800
2,Z00 && Z23,337.0,0.067400
2,Z00 && Z60,476.0,0.095200
2,Z00 && Z63,363.0,0.072600
2,Z00 && Z68,2134.0,0.426800
2,Z00 && Z72,701.0,0.140200
2,Z00 && Z78,409.0,0.081800
2,Z00 && Z79,602.0,0.120400
2,Z00 && Z82,811.0,0.162200
2,Z00 && Z83,534.0,0.106800
2,Z00 && Z85,468.0,0.093600
2,Z00 && Z86,1637.0,0.327400
2,Z00 && Z87,1965.0,0.393000
2,Z00 && Z90,282.0,0.056400
2,Z00 && Z98,396.0,0.079200
2,Z00 && ageGroup=between_65_and_70,374.0,0.074800
2,Z00 && ageGroup=between_70_and_75,880.0,0.176000
2,Z00 && ageGroup=between_75_and_80,619.0,0.123800
2,Z00 && ageGroup=greater_than_80,950.0,0.190000
2,Z01 && Z87,270.0,0.054000
2,Z12 && Z68,319.0,0.063800
2,Z12 && Z86,306.0,0.061200
2,Z12 && Z87,354.0,0.070800
2,Z13 && Z68,353.0,0.070600
2,Z13 && Z86,284.0,0.056800
2,Z13 && Z87,345.0,0.069000
2,Z23 && Z68,278.0,0.055600
2,Z23 && Z86,294.0,0.058800
2,Z23 && Z87,345.0,0.069000
2,Z60 && Z68,419.0,0.083800
2,Z60 && Z86,438.0,0.087600
2,Z60 && Z87,507.0,0.101400
2,Z60 && ageGroup=greater_than_80,254.0,0.050800
2,Z63 && Z68,315.0,0.063000
2,Z63 && Z86,380.0,0.076000
2,Z63 && Z87,435.0,0.087000
2,Z63 && ageGroup=greater_than_80,261.0,0.052200
2,Z68 && Z72,665.0,0.133000
2,Z68 && Z78,356.0,0.071200
2,Z68 && Z79,620.0,0.124000
2,Z68 && Z82,760.0,0.152000
2,Z68 && Z83,507.0,0.101400
2,Z68 && Z85,426.0,0.085200
2,Z68 && Z86,1535.0,0.307000
2,Z68 && Z87,1845.0,0.369000
2,Z68 && Z90,268.0,0.053600
2,Z68 && Z98,374.0,0.074800
2,Z68 && ageGroup=between_65_and_70,373.0,0.074600
2,Z68 && ageGroup=between_70_and_75,817.0,0.163400
2,Z68 && ageGroup=between_75_and_80,556.0,0.111200
2,Z68 && ageGroup=greater_than_80,821.0,0.164200
2,Z72 && Z82,302.0,0.060400
2,Z72 && Z86,613.0,0.122600
2,Z72 && Z87,755.0,0.151000
2,Z72 && ageGroup=between_70_and_75,274.0,0.054800
2,Z72 && ageGroup=greater_than_80,283.0,0.056600
2,Z78 && Z86,297.0,0.059400
2,Z78 && Z87,334.0,0.066800
2,Z79 && Z82,300.0,0.060000
2,Z79 && Z83,292.0,0.058400
2,Z79 && Z86,585.0,0.117000
2,Z79 && Z87,713.0,0.142600
2,Z79 && ageGroup=between_70_and_75,286.0,0.057200
2,Z79 && ageGroup=greater_than_80,369.0,0.073800
2,Z82 && Z83,348.0,0.069600
2,Z82 && Z86,698.0,0.139600
2,Z82 && Z87,828.0,0.165600
2,Z82 && ageGroup=between_70_and_75,337.0,0.067400
2,Z82 && ageGroup=greater_than_80,364.0,0.072800
2,Z83 && Z86,433.0,0.086600
2,Z83 && Z87,522.0,0.104400
2,Z85 && Z86,486.0,0.097200
2,Z85 && Z87,547.0,0.109400
2,Z85 && ageGroup=greater_than_80,321.0,0.064200
2,Z86 && Z87,1957.0,0.391400
2,Z86 && Z90,290.0,0.058000
2,Z86 && Z98,396.0,0.079200
2,Z86 && ageGroup=between_65_and_70,262.0,0.052400
2,Z86 && ageGroup=between_70_and_75,615.0,0.123000
2,Z86 && ageGroup=between_75_and_80,518.0,0.103600
2,Z86 && ageGroup=greater_than_80,878.0,0.175600
2,Z87 && Z90,339.0,0.067800
2,Z87 && Z96,263.0,0.052600
2,Z87 && Z98,461.0,0.092200
2,Z87 && ageGroup=between_65_and_70,359.0,0.071800
2,Z87 && ageGroup=between_70_and_75,790.0,0.158000
2,Z87 && ageGroup=between_75_and_80,621.0,0.124200
2,Z87 && ageGroup=greater_than_80,1031.0,0.206200
3,D64 && E78 && I10,266.0,0.053200
3,E03 && E78 && I10,342.0,0.068400
3,E03 && E78 && MemberGender=F,379.0,0.075800
3,E03 && E78 && Z00,328.0,0.065600
3,E03 && E78 && Z68,298.0,0.059600
3,E03 && E78 && Z86,316.0,0.063200
3,E03 && E78 && Z87,343.0,0.068600
3,E03 && I10 && MemberGender=F,308.0,0.061600
3,E03 && I10 && Z00,254.0,0.050800
3,E03 && I10 && Z86,254.0,0.050800
3,E03 && I10 && Z87,269.0,0.053800
3,E03 && MemberGender=F && Z00,328.0,0.065600
3,E03 && MemberGender=F && Z68,281.0,0.056200
3,E03 && MemberGender=F && Z86,292.0,0.058400
3,E03 && MemberGender=F && Z87,326.0,0.065200
3,E03 && Z00 && Z68,293.0,0.058600
3,E03 && Z00 && Z86,263.0,0.052600
3,E03 && Z00 && Z87,296.0,0.059200
3,E03 && Z68 && Z87,262.0,0.052400
3,E03 && Z86 && Z87,319.0,0.063800
3,E11 && E66 && E78,410.0,0.082000
3,E11 && E66 && I10,356.0,0.071200
3,E11 && E66 && MemberGender=F,256.0,0.051200
3,E11 && E66 && Z00,325.0,0.065000
3,E11 && E66 && Z68,418.0,0.083600
3,E11 && E66 && Z79,263.0,0.052600
3,E11 && E66 && Z87,294.0,0.058800
3,E11 && E78 && I10,887.0,0.177400
3,E11 && E78 && I12,292.0,0.058400
3,E11 && E78 && I25,256.0,0.051200
3,E11 && E78 && I70,359.0,0.071800
3,E11 && E78 && K21,322.0,0.064400
3,E11 && E78 && MemberGender=F,641.0,0.128200
3,E11 && E78 && MemberGender=M,493.0,0.098600
3,E11 && E78 && N18,499.0,0.099800
3,E11 && E78 && Z00,666.0,0.133200
3,E11 && E78 && Z68,646.0,0.129200
3,E11 && E78 && Z79,620.0,0.124000
3,E11 && E78 && Z82,308.0,0.061600
3,E11 && E78 && Z83,365.0,0.073000
3,E11 && E78 && Z86,589.0,0.117800
3,E11 && E78 && Z87,725.0,0.145000
3,E11 && E78 && ageGroup=between_70_and_75,298.0,0.059600
3,E11 && E78 && ageGroup=greater_than_80,419.0,0.083800
3,E11 && I10 && I70,310.0,0.062000
3,E11 && I10 && K21,285.0,0.057000
3,E11 && I10 && MemberGender=F,581.0,0.116200
3,E11 && I10 && MemberGender=M,436.0,0.087200
3,E11 && I10 && N18,374.0,0.074800
3,E11 && I10 && Z00,562.0,0.112400
3,E11 && I10 && Z68,554.0,0.110800
3,E11 && I10 && Z79,551.0,0.110200
3,E11 && I10 && Z82,311.0,0.062200
3,E11 && I10 && Z83,324.0,0.064800
3,E11 && I10 && Z86,509.0,0.101800
3,E11 && I10 && Z87,639.0,0.127800
3,E11 && I10 && ageGroup=between_70_and_75,264.0,0.052800
3,E11 && I10 && ageGroup=greater_than_80,373.0,0.074600
3,E11 && I12 && N18,321.0,0.064200
3,E11 && I70 && Z00,300.0,0.060000
3,E11 && I70 && Z68,273.0,0.054600
3,E11 && I70 && Z87,283.0,0.056600
3,E11 && K21 && Z87,259.0,0.051800
3,E11 && MemberGender=F && N18,316.0,0.063200
3,E11 && MemberGender=F && Z00,412.0,0.082400
3,E11 && MemberGender=F && Z68,416.0,0.083200
3,E11 && MemberGender=F && Z79,394.0,0.078800
3,E11 && MemberGender=F && Z86,384.0,0.076800
3,E11 && MemberGender=F && Z87,437.0,0.087400
3,E11 && MemberGender=F && ageGroup=greater_than_80,306.0,0.061200
3,E11 && MemberGender=M && Z00,316.0,0.063200
3,E11 && MemberGender=M && Z68,314.0,0.062800
3,E11 && MemberGender=M && Z79,322.0,0.064400
3,E11 && MemberGender=M && Z86,281.0,0.056200
3,E11 && MemberGender=M && Z87,380.0,0.076000
3,E11 && N18 && Z00,350.0,0.070000
3,E11 && N18 && Z68,334.0,0.066800
3,E11 && N18 && Z79,319.0,0.063800
3,E11 && N18 && Z86,313.0,0.062600
3,E11 && N18 && Z87,378.0,0.075600
3,E11 && N18 && ageGroup=greater_than_80,273.0,0.054600
3,E11 && Z00 && Z68,528.0,0.105600
3,E11 && Z00 && Z79,395.0,0.079000
3,E11 && Z00 && Z83,268.0,0.053600
3,E11 && Z00 && Z86,400.0,0.080000
3,E11 && Z00 && Z87,495.0,0.099000
3,E11 && Z00 && ageGroup=greater_than_80,263.0,0.052600
3,E11 && Z68 && Z79,412.0,0.082400
3,E11 && Z68 && Z83,269.0,0.053800
3,E11 && Z68 && Z86,397.0,0.079400
3,E11 && Z68 && Z87,498.0,0.099600
